"demographic_id","demographic_label","series_date","total_n","data.Somewhat.Approve","data.Strongly.Approve","data.Somewhat.Disapprove","data.Strongly.Disapprove","data.Don.t.Know...No.Opinion"
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-03-29",1,100,0,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-03-30",2,0,0,0,0,100
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-03-31",2,0,0,0,0,100
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-02",3,61,0,0,39,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-03",2,43,0,0,0,57
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-04",4,0,56,0,44,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-05",2,58,0,42,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-07",1,100,0,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-08",1,0,0,0,0,100
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-09",1,0,0,0,100,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-10",3,33,0,0,67,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-11",3,24,0,0,0,76
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-12",3,0,0,0,100,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-13",3,76,0,0,24,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-14",3,34,0,0,66,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-15",1,100,0,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-16",1,0,100,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-17",3,0,30,0,48,22
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-18",1,100,0,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-19",3,0,32,0,68,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-21",3,0,0,0,23,77
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-22",6,0,47,0,13,41
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-23",1,100,0,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-25",1,0,100,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-26",4,0,0,0,25,75
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-27",2,46,0,0,54,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-04-29",2,100,0,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-03",2,0,0,100,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-04",3,0,100,0,0,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-05",1,0,0,0,0,100
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-08",2,32,0,0,0,68
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-12",5,59,0,0,0,41
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-13",3,36,0,0,0,64
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-14",3,38,0,27,0,35
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-15",4,0,0,39,16,45
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-16",4,0,29,23,0,47
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-18",2,0,47,0,53,0
"demVehicle_8","Vehicle: Current Off-road Motorcycle Owner","2020-05-19",1,0,0,0,100,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-09",10,22,14,12,6,46
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-10",5,20,0,0,0,80
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-11",7,31,8,0,27,34
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-12",9,40,6,37,0,16
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-13",11,41,25,0,8,26
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-14",7,19,0,0,0,81
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-15",9,11,59,7,0,23
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-16",7,31,22,10,13,24
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-17",8,82,0,0,0,18
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-18",7,28,0,29,12,32
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-19",9,25,0,18,8,49
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-20",10,40,6,0,0,54
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-21",4,33,17,38,0,13
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-22",8,25,20,8,6,41
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-23",8,24,37,18,7,13
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-24",6,37,30,0,0,33
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-25",13,60,12,12,7,10
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-26",7,54,0,0,9,37
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-27",5,32,0,0,52,16
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-28",11,57,0,10,13,20
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-29",8,19,39,0,22,20
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-30",10,21,33,19,10,17
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-01-31",7,47,27,12,14,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-01",6,18,27,13,0,42
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-02",2,100,0,0,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-03",7,65,0,17,0,18
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-04",8,53,0,0,19,28
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-05",8,0,0,8,47,46
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-06",7,0,0,12,44,44
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-08",5,50,11,39,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-09",10,49,14,7,17,14
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-10",8,19,33,0,0,47
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-11",6,38,22,0,0,40
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-12",9,21,11,6,11,51
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-13",8,25,0,9,11,55
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-14",9,13,19,27,13,28
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-15",6,40,7,11,11,31
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-16",5,24,0,0,21,56
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-17",8,38,41,0,9,12
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-18",5,27,37,0,0,36
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-19",7,12,25,41,0,22
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-20",6,36,0,35,0,28
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-21",7,22,31,12,35,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-22",10,28,29,6,6,30
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-23",4,60,0,0,0,40
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-24",4,17,52,0,31,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-25",11,16,11,17,8,49
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-26",7,24,22,10,0,44
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-27",6,0,28,15,0,57
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-28",8,33,40,0,10,17
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-02-29",7,58,27,0,7,8
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-01",2,34,0,44,0,22
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-02",8,32,0,26,0,42
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-03",5,12,11,0,0,77
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-04",7,29,25,0,17,29
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-05",3,61,0,0,0,39
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-06",9,20,22,13,29,17
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-07",5,44,0,12,0,43
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-08",6,24,9,0,37,30
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-09",6,45,25,0,12,18
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-10",5,28,15,12,31,14
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-11",4,44,31,0,0,25
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-12",9,22,11,24,0,43
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-13",6,10,51,20,0,19
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-14",3,26,0,0,0,74
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-15",12,39,0,15,11,36
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-16",4,52,0,0,34,14
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-17",6,42,21,14,10,12
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-18",6,31,30,14,25,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-19",3,0,69,0,0,31
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-20",9,0,14,19,24,44
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-21",4,0,0,19,47,34
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-22",9,14,12,26,0,48
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-23",7,12,57,20,11,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-24",10,14,16,31,0,39
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-25",7,48,12,14,0,26
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-26",8,59,8,11,0,22
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-27",5,62,0,0,26,12
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-28",4,18,0,32,32,17
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-29",6,48,0,13,18,21
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-30",7,12,0,33,0,54
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-03-31",7,56,25,10,0,8
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-01",2,0,55,45,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-02",6,46,0,17,0,38
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-03",5,88,0,0,12,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-04",3,45,33,0,22,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-05",9,9,11,38,11,31
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-06",7,59,0,0,0,41
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-07",6,0,51,0,12,37
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-08",7,42,0,9,28,21
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-09",5,43,14,11,22,9
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-10",7,21,0,29,0,50
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-11",7,29,0,25,0,46
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-12",7,22,0,33,22,22
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-13",6,36,16,30,18,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-14",7,0,12,0,51,37
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-15",4,65,0,0,19,16
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-16",7,0,24,0,43,33
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-17",7,46,12,0,0,41
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-18",1,100,0,0,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-19",2,44,0,0,56,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-20",1,100,0,0,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-21",4,0,47,18,0,35
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-22",3,25,0,0,0,75
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-23",4,48,0,0,0,52
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-24",7,16,45,0,39,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-25",6,63,37,0,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-26",6,38,13,0,48,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-27",7,28,13,0,16,43
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-28",6,13,32,15,0,40
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-29",8,9,40,30,0,20
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-04-30",3,20,26,0,0,54
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-01",5,71,0,0,0,29
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-02",4,0,32,0,68,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-03",6,12,0,24,0,64
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-04",2,47,0,0,0,53
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-05",3,0,0,0,57,43
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-06",4,0,14,39,36,11
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-07",4,39,0,0,25,36
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-08",3,41,0,25,0,34
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-09",2,0,56,0,44,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-10",6,15,0,23,33,29
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-11",4,0,0,52,26,22
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-12",6,0,13,19,9,59
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-13",2,44,56,0,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-14",2,48,0,52,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-15",6,0,0,0,26,74
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-16",4,0,40,0,24,36
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-17",2,100,0,0,0,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-18",3,32,33,0,35,0
"demVehicle_8","Vehicle: Former, not current Off-road Motorcycle Owner","2020-05-19",3,100,0,0,0,0
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-09",74,8,7,9,16,60
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-10",63,18,8,10,7,57
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-11",84,20,5,9,8,58
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-12",77,13,4,7,11,65
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-13",76,14,13,6,6,61
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-14",73,17,11,9,3,60
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-15",75,23,7,9,9,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-16",67,25,3,7,11,55
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-17",74,21,10,11,6,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-18",63,16,2,10,6,66
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-19",65,21,8,8,4,58
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-20",77,11,4,9,10,66
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-21",84,10,12,12,5,61
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-22",74,13,5,15,7,60
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-23",77,16,9,9,17,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-24",81,15,14,8,14,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-25",77,19,16,13,4,48
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-26",70,19,10,5,9,56
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-27",82,23,17,12,9,39
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-28",77,17,9,10,7,57
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-29",87,16,7,8,13,55
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-30",81,25,10,5,13,47
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-01-31",57,11,8,7,25,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-01",52,16,19,1,19,45
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-02",68,24,13,10,11,43
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-03",73,24,7,9,15,45
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-04",67,18,5,10,13,54
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-05",54,12,8,6,8,66
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-06",40,18,11,6,19,47
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-07",49,21,12,11,10,46
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-08",47,13,16,14,7,50
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-09",62,13,9,9,17,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-10",55,14,22,9,14,41
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-11",51,22,3,8,19,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-12",37,19,10,3,16,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-13",44,19,16,9,24,32
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-14",60,16,17,9,17,40
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-15",58,21,15,12,13,39
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-16",58,24,23,6,11,37
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-17",62,19,15,11,18,38
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-18",35,27,5,9,15,43
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-19",45,34,14,15,13,24
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-20",58,18,10,16,13,44
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-21",52,26,12,9,13,40
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-22",39,17,7,9,20,47
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-23",50,23,19,3,21,34
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-24",43,12,20,7,16,45
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-25",44,18,10,5,22,46
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-26",47,11,24,1,8,55
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-27",40,23,5,4,25,44
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-28",53,15,7,3,21,54
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-02-29",56,16,9,10,12,53
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-01",40,28,10,13,9,40
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-02",48,15,14,5,17,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-03",45,15,13,7,13,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-04",50,14,13,17,17,39
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-05",48,30,9,12,14,35
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-06",43,15,24,12,12,37
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-07",56,22,13,5,18,41
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-08",52,30,12,6,24,27
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-09",44,35,15,0,7,43
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-10",51,15,11,9,4,61
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-11",50,20,8,10,16,47
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-12",20,19,22,0,10,48
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-13",37,43,8,6,12,32
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-14",47,30,9,16,7,37
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-15",49,27,9,10,16,38
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-16",41,26,3,10,18,43
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-17",59,24,12,5,12,47
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-18",41,20,11,10,23,37
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-19",51,17,8,5,19,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-20",44,38,10,16,3,33
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-21",34,18,22,6,10,44
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-22",38,17,12,10,24,37
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-23",34,22,7,7,34,30
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-24",32,20,5,7,25,44
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-25",41,16,14,14,13,43
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-26",52,23,12,9,22,33
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-27",38,28,9,9,13,42
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-28",42,24,7,3,27,39
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-29",41,14,7,18,38,22
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-30",46,18,5,8,13,55
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-03-31",38,29,4,16,22,29
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-01",38,16,8,8,16,52
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-02",33,14,13,12,18,44
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-03",36,23,6,13,21,38
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-04",32,21,7,13,12,47
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-05",31,19,20,15,14,32
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-06",41,18,6,9,26,41
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-07",33,16,13,8,15,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-08",27,25,5,16,24,30
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-09",21,25,25,6,14,31
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-10",37,10,21,15,15,39
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-11",38,23,2,5,21,49
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-12",34,16,10,11,26,38
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-13",37,21,20,10,8,41
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-14",40,20,6,16,14,44
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-15",31,28,6,27,23,15
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-16",34,24,10,2,12,53
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-17",35,22,2,13,12,51
"demVehicle_8","Vehicle: Never Off-road Motorcycle Owner","2020-04-18",35,14,10,9,34,34
